	instance	label_original	label
21656	http://purl.org/collections/nl/am/proxy-33062	http://purl.org/collections/nl/am/t-22507	10
21670	http://purl.org/collections/nl/am/proxy-914	http://purl.org/collections/nl/am/t-22503	6
21672	http://purl.org/collections/nl/am/proxy-42565	http://purl.org/collections/nl/am/t-22505	8
21673	http://purl.org/collections/nl/am/proxy-5467	http://purl.org/collections/nl/am/t-22508	11
21674	http://purl.org/collections/nl/am/proxy-28339	http://purl.org/collections/nl/am/t-15606	4
21677	http://purl.org/collections/nl/am/proxy-54434	http://purl.org/collections/nl/am/t-22503	6
21678	http://purl.org/collections/nl/am/proxy-54258	http://purl.org/collections/nl/am/t-22503	6
21681	http://purl.org/collections/nl/am/proxy-28573	http://purl.org/collections/nl/am/t-15573	2
21683	http://purl.org/collections/nl/am/proxy-24726	http://purl.org/collections/nl/am/t-15459	1
21687	http://purl.org/collections/nl/am/proxy-48006	http://purl.org/collections/nl/am/t-15579	3
21697	http://purl.org/collections/nl/am/proxy-55847	http://purl.org/collections/nl/am/t-22503	6
21701	http://purl.org/collections/nl/am/proxy-3005	http://purl.org/collections/nl/am/t-22503	6
21703	http://purl.org/collections/nl/am/proxy-9338	http://purl.org/collections/nl/am/t-5504	17
21713	http://purl.org/collections/nl/am/proxy-32162	http://purl.org/collections/nl/am/t-15579	3
21716	http://purl.org/collections/nl/am/proxy-17326	http://purl.org/collections/nl/am/t-22509	12
21721	http://purl.org/collections/nl/am/proxy-3468	http://purl.org/collections/nl/am/t-22503	6
21722	http://purl.org/collections/nl/am/proxy-73592	http://purl.org/collections/nl/am/t-22509	12
21723	http://purl.org/collections/nl/am/proxy-44593	http://purl.org/collections/nl/am/t-23765	13
21730	http://purl.org/collections/nl/am/proxy-52727	http://purl.org/collections/nl/am/t-22503	6
21738	http://purl.org/collections/nl/am/proxy-38228	http://purl.org/collections/nl/am/t-22506	9
21743	http://purl.org/collections/nl/am/proxy-39548	http://purl.org/collections/nl/am/t-22506	9
21747	http://purl.org/collections/nl/am/proxy-52291	http://purl.org/collections/nl/am/t-22503	6
21749	http://purl.org/collections/nl/am/proxy-21822	http://purl.org/collections/nl/am/t-15579	3
21752	http://purl.org/collections/nl/am/proxy-36686	http://purl.org/collections/nl/am/t-22509	12
21756	http://purl.org/collections/nl/am/proxy-11322	http://purl.org/collections/nl/am/t-15579	3
21757	http://purl.org/collections/nl/am/proxy-40536	http://purl.org/collections/nl/am/t-22505	8
21765	http://purl.org/collections/nl/am/proxy-22423	http://purl.org/collections/nl/am/t-23765	13
21774	http://purl.org/collections/nl/am/proxy-20645	http://purl.org/collections/nl/am/t-15579	3
21781	http://purl.org/collections/nl/am/proxy-62492	http://purl.org/collections/nl/am/t-22505	8
21791	http://purl.org/collections/nl/am/proxy-41226	http://purl.org/collections/nl/am/t-22505	8
21792	http://purl.org/collections/nl/am/proxy-27792	http://purl.org/collections/nl/am/t-5504	17
21807	http://purl.org/collections/nl/am/proxy-67272	http://purl.org/collections/nl/am/t-15579	3
21814	http://purl.org/collections/nl/am/proxy-49161	http://purl.org/collections/nl/am/t-22504	7
21815	http://purl.org/collections/nl/am/proxy-68925	http://purl.org/collections/nl/am/t-14592	0
21823	http://purl.org/collections/nl/am/proxy-4202	http://purl.org/collections/nl/am/t-22503	6
21827	http://purl.org/collections/nl/am/proxy-70040	http://purl.org/collections/nl/am/t-22503	6
21840	http://purl.org/collections/nl/am/proxy-28112	http://purl.org/collections/nl/am/t-5504	17
21855	http://purl.org/collections/nl/am/proxy-21337	http://purl.org/collections/nl/am/t-15579	3
21860	http://purl.org/collections/nl/am/proxy-36844	http://purl.org/collections/nl/am/t-22509	12
21864	http://purl.org/collections/nl/am/proxy-27006	http://purl.org/collections/nl/am/t-15459	1
21870	http://purl.org/collections/nl/am/proxy-22236	http://purl.org/collections/nl/am/t-15579	3
21874	http://purl.org/collections/nl/am/proxy-33837	http://purl.org/collections/nl/am/t-22509	12
21878	http://purl.org/collections/nl/am/proxy-41657	http://purl.org/collections/nl/am/t-22505	8
21884	http://purl.org/collections/nl/am/proxy-19562	http://purl.org/collections/nl/am/t-22509	12
21901	http://purl.org/collections/nl/am/proxy-73970	http://purl.org/collections/nl/am/t-5504	17
21905	http://purl.org/collections/nl/am/proxy-25317	http://purl.org/collections/nl/am/t-15459	1
21907	http://purl.org/collections/nl/am/proxy-5862	http://purl.org/collections/nl/am/t-15459	1
21909	http://purl.org/collections/nl/am/proxy-6267	http://purl.org/collections/nl/am/t-15459	1
21912	http://purl.org/collections/nl/am/proxy-38401	http://purl.org/collections/nl/am/t-22506	9
21913	http://purl.org/collections/nl/am/proxy-60090	http://purl.org/collections/nl/am/t-22503	6
21914	http://purl.org/collections/nl/am/proxy-18166	http://purl.org/collections/nl/am/t-22509	12
21921	http://purl.org/collections/nl/am/proxy-45910	http://purl.org/collections/nl/am/t-14592	0
21926	http://purl.org/collections/nl/am/proxy-53670	http://purl.org/collections/nl/am/t-22503	6
21927	http://purl.org/collections/nl/am/proxy-6487	http://purl.org/collections/nl/am/t-15606	4
21933	http://purl.org/collections/nl/am/proxy-65902	http://purl.org/collections/nl/am/t-22503	6
21934	http://purl.org/collections/nl/am/proxy-72201	http://purl.org/collections/nl/am/t-22503	6
21935	http://purl.org/collections/nl/am/proxy-39261	http://purl.org/collections/nl/am/t-22506	9
21937	http://purl.org/collections/nl/am/proxy-22241	http://purl.org/collections/nl/am/t-15579	3
21942	http://purl.org/collections/nl/am/proxy-70616	http://purl.org/collections/nl/am/t-22503	6
21946	http://purl.org/collections/nl/am/proxy-8048	http://purl.org/collections/nl/am/t-15573	2
21951	http://purl.org/collections/nl/am/proxy-19528	http://purl.org/collections/nl/am/t-15579	3
21964	http://purl.org/collections/nl/am/proxy-20088	http://purl.org/collections/nl/am/t-16469	5
21975	http://purl.org/collections/nl/am/proxy-57215	http://purl.org/collections/nl/am/t-22503	6
21979	http://purl.org/collections/nl/am/proxy-41554	http://purl.org/collections/nl/am/t-22505	8
21998	http://purl.org/collections/nl/am/proxy-44419	http://purl.org/collections/nl/am/t-22504	7
22002	http://purl.org/collections/nl/am/proxy-20818	http://purl.org/collections/nl/am/t-15606	4
22003	http://purl.org/collections/nl/am/proxy-65638	http://purl.org/collections/nl/am/t-22503	6
22004	http://purl.org/collections/nl/am/proxy-52672	http://purl.org/collections/nl/am/t-22503	6
22007	http://purl.org/collections/nl/am/proxy-57565	http://purl.org/collections/nl/am/t-22503	6
22012	http://purl.org/collections/nl/am/proxy-24712	http://purl.org/collections/nl/am/t-15459	1
22014	http://purl.org/collections/nl/am/proxy-4131	http://purl.org/collections/nl/am/t-22503	6
22018	http://purl.org/collections/nl/am/proxy-43258	http://purl.org/collections/nl/am/t-22505	8
22029	http://purl.org/collections/nl/am/proxy-61922	http://purl.org/collections/nl/am/t-22505	8
22030	http://purl.org/collections/nl/am/proxy-23907	http://purl.org/collections/nl/am/t-5504	17
22038	http://purl.org/collections/nl/am/proxy-70167	http://purl.org/collections/nl/am/t-22503	6
22041	http://purl.org/collections/nl/am/proxy-26363	http://purl.org/collections/nl/am/t-15459	1
22057	http://purl.org/collections/nl/am/proxy-39166	http://purl.org/collections/nl/am/t-22506	9
22059	http://purl.org/collections/nl/am/proxy-3655	http://purl.org/collections/nl/am/t-22504	7
22061	http://purl.org/collections/nl/am/proxy-35897	http://purl.org/collections/nl/am/t-22509	12
22063	http://purl.org/collections/nl/am/proxy-46852	http://purl.org/collections/nl/am/t-15579	3
22065	http://purl.org/collections/nl/am/proxy-37465	http://purl.org/collections/nl/am/t-22506	9
22066	http://purl.org/collections/nl/am/proxy-36635	http://purl.org/collections/nl/am/t-22509	12
22068	http://purl.org/collections/nl/am/proxy-783	http://purl.org/collections/nl/am/t-22503	6
22070	http://purl.org/collections/nl/am/proxy-73196	http://purl.org/collections/nl/am/t-14592	0
22073	http://purl.org/collections/nl/am/proxy-51996	http://purl.org/collections/nl/am/t-22503	6
22079	http://purl.org/collections/nl/am/proxy-16599	http://purl.org/collections/nl/am/t-15573	2
22086	http://purl.org/collections/nl/am/proxy-3656	http://purl.org/collections/nl/am/t-22504	7
22087	http://purl.org/collections/nl/am/proxy-47709	http://purl.org/collections/nl/am/t-5504	17
22094	http://purl.org/collections/nl/am/proxy-21387	http://purl.org/collections/nl/am/t-15579	3
22102	http://purl.org/collections/nl/am/proxy-30699	http://purl.org/collections/nl/am/t-22508	11
22103	http://purl.org/collections/nl/am/proxy-46336	http://purl.org/collections/nl/am/t-14592	0
22106	http://purl.org/collections/nl/am/proxy-839	http://purl.org/collections/nl/am/t-22503	6
22110	http://purl.org/collections/nl/am/proxy-1462	http://purl.org/collections/nl/am/t-22503	6
22112	http://purl.org/collections/nl/am/proxy-22784	http://purl.org/collections/nl/am/t-15606	4
22113	http://purl.org/collections/nl/am/proxy-28209	http://purl.org/collections/nl/am/t-15579	3
22118	http://purl.org/collections/nl/am/proxy-54217	http://purl.org/collections/nl/am/t-22503	6
22125	http://purl.org/collections/nl/am/proxy-54285	http://purl.org/collections/nl/am/t-22503	6
22126	http://purl.org/collections/nl/am/proxy-60487	http://purl.org/collections/nl/am/t-22503	6
22137	http://purl.org/collections/nl/am/proxy-401	http://purl.org/collections/nl/am/t-22503	6
22154	http://purl.org/collections/nl/am/proxy-31443	http://purl.org/collections/nl/am/t-15579	3
22155	http://purl.org/collections/nl/am/proxy-49250	http://purl.org/collections/nl/am/t-22504	7
22157	http://purl.org/collections/nl/am/proxy-8807	http://purl.org/collections/nl/am/t-15606	4
22160	http://purl.org/collections/nl/am/proxy-31799	http://purl.org/collections/nl/am/t-15579	3
22166	http://purl.org/collections/nl/am/proxy-72069	http://purl.org/collections/nl/am/t-22503	6
22173	http://purl.org/collections/nl/am/proxy-26029	http://purl.org/collections/nl/am/t-15579	3
22176	http://purl.org/collections/nl/am/proxy-22439	http://purl.org/collections/nl/am/t-22508	11
22180	http://purl.org/collections/nl/am/proxy-35524	http://purl.org/collections/nl/am/t-22509	12
22183	http://purl.org/collections/nl/am/proxy-37493	http://purl.org/collections/nl/am/t-22506	9
22190	http://purl.org/collections/nl/am/proxy-27371	http://purl.org/collections/nl/am/t-5504	17
22203	http://purl.org/collections/nl/am/proxy-74506	http://purl.org/collections/nl/am/t-22503	6
22209	http://purl.org/collections/nl/am/proxy-2605	http://purl.org/collections/nl/am/t-22503	6
22212	http://purl.org/collections/nl/am/proxy-49663	http://purl.org/collections/nl/am/t-22503	6
22218	http://purl.org/collections/nl/am/proxy-41620	http://purl.org/collections/nl/am/t-22505	8
22222	http://purl.org/collections/nl/am/proxy-59204	http://purl.org/collections/nl/am/t-22503	6
22224	http://purl.org/collections/nl/am/proxy-46111	http://purl.org/collections/nl/am/t-14592	0
22232	http://purl.org/collections/nl/am/proxy-31158	http://purl.org/collections/nl/am/t-5504	17
22234	http://purl.org/collections/nl/am/proxy-24205	http://purl.org/collections/nl/am/t-15459	1
22237	http://purl.org/collections/nl/am/proxy-37813	http://purl.org/collections/nl/am/t-22506	9
22243	http://purl.org/collections/nl/am/proxy-47812	http://purl.org/collections/nl/am/t-22505	8
22247	http://purl.org/collections/nl/am/proxy-8681	http://purl.org/collections/nl/am/t-15606	4
22257	http://purl.org/collections/nl/am/proxy-68699	http://purl.org/collections/nl/am/t-22508	11
22266	http://purl.org/collections/nl/am/proxy-38965	http://purl.org/collections/nl/am/t-22506	9
22267	http://purl.org/collections/nl/am/proxy-39002	http://purl.org/collections/nl/am/t-22506	9
22270	http://purl.org/collections/nl/am/proxy-25836	http://purl.org/collections/nl/am/t-15459	1
22278	http://purl.org/collections/nl/am/proxy-25561	http://purl.org/collections/nl/am/t-15579	3
22279	http://purl.org/collections/nl/am/proxy-53815	http://purl.org/collections/nl/am/t-22503	6
22284	http://purl.org/collections/nl/am/proxy-16561	http://purl.org/collections/nl/am/t-15606	4
22285	http://purl.org/collections/nl/am/proxy-34135	http://purl.org/collections/nl/am/t-22509	12
22287	http://purl.org/collections/nl/am/proxy-11260	http://purl.org/collections/nl/am/t-5504	17
22291	http://purl.org/collections/nl/am/proxy-32314	http://purl.org/collections/nl/am/t-5504	17
22293	http://purl.org/collections/nl/am/proxy-52420	http://purl.org/collections/nl/am/t-22503	6
22295	http://purl.org/collections/nl/am/proxy-13502	http://purl.org/collections/nl/am/t-22507	10
22297	http://purl.org/collections/nl/am/proxy-64922	http://purl.org/collections/nl/am/t-22503	6
22304	http://purl.org/collections/nl/am/proxy-67240	http://purl.org/collections/nl/am/t-22508	11
22311	http://purl.org/collections/nl/am/proxy-18942	http://purl.org/collections/nl/am/t-23765	13
22317	http://purl.org/collections/nl/am/proxy-50494	http://purl.org/collections/nl/am/t-22503	6
22323	http://purl.org/collections/nl/am/proxy-6464	http://purl.org/collections/nl/am/t-15606	4
22326	http://purl.org/collections/nl/am/proxy-49010	http://purl.org/collections/nl/am/t-22504	7
22327	http://purl.org/collections/nl/am/proxy-70219	http://purl.org/collections/nl/am/t-22503	6
22329	http://purl.org/collections/nl/am/proxy-57588	http://purl.org/collections/nl/am/t-22503	6
22332	http://purl.org/collections/nl/am/proxy-12413	http://purl.org/collections/nl/am/t-15606	4
22333	http://purl.org/collections/nl/am/proxy-56992	http://purl.org/collections/nl/am/t-22503	6
22345	http://purl.org/collections/nl/am/proxy-54519	http://purl.org/collections/nl/am/t-22505	8
22350	http://purl.org/collections/nl/am/proxy-14422	http://purl.org/collections/nl/am/t-15579	3
22356	http://purl.org/collections/nl/am/proxy-62275	http://purl.org/collections/nl/am/t-22505	8
22359	http://purl.org/collections/nl/am/proxy-63028	http://purl.org/collections/nl/am/t-22503	6
22363	http://purl.org/collections/nl/am/proxy-19987	http://purl.org/collections/nl/am/t-15579	3
22368	http://purl.org/collections/nl/am/proxy-10085	http://purl.org/collections/nl/am/t-5504	17
22372	http://purl.org/collections/nl/am/proxy-35397	http://purl.org/collections/nl/am/t-22509	12
22381	http://purl.org/collections/nl/am/proxy-25212	http://purl.org/collections/nl/am/t-15579	3
22384	http://purl.org/collections/nl/am/proxy-40790	http://purl.org/collections/nl/am/t-22505	8
22393	http://purl.org/collections/nl/am/proxy-17380	http://purl.org/collections/nl/am/t-22509	12
22395	http://purl.org/collections/nl/am/proxy-66111	http://purl.org/collections/nl/am/t-22503	6
22397	http://purl.org/collections/nl/am/proxy-1486	http://purl.org/collections/nl/am/t-22503	6
22401	http://purl.org/collections/nl/am/proxy-18775	http://purl.org/collections/nl/am/t-15579	3
22413	http://purl.org/collections/nl/am/proxy-66826	http://purl.org/collections/nl/am/t-22508	11
22424	http://purl.org/collections/nl/am/proxy-28707	http://purl.org/collections/nl/am/t-15573	2
22429	http://purl.org/collections/nl/am/proxy-47845	http://purl.org/collections/nl/am/t-22506	9
22442	http://purl.org/collections/nl/am/proxy-48769	http://purl.org/collections/nl/am/t-22504	7
22448	http://purl.org/collections/nl/am/proxy-24518	http://purl.org/collections/nl/am/t-5504	17
22460	http://purl.org/collections/nl/am/proxy-60719	http://purl.org/collections/nl/am/t-22503	6
22464	http://purl.org/collections/nl/am/proxy-21409	http://purl.org/collections/nl/am/t-15579	3
22473	http://purl.org/collections/nl/am/proxy-33684	http://purl.org/collections/nl/am/t-22509	12
22479	http://purl.org/collections/nl/am/proxy-49997	http://purl.org/collections/nl/am/t-22503	6
22482	http://purl.org/collections/nl/am/proxy-44008	http://purl.org/collections/nl/am/t-22505	8
22489	http://purl.org/collections/nl/am/proxy-24460	http://purl.org/collections/nl/am/t-15579	3
22490	http://purl.org/collections/nl/am/proxy-56231	http://purl.org/collections/nl/am/t-22503	6
22495	http://purl.org/collections/nl/am/proxy-40634	http://purl.org/collections/nl/am/t-22505	8
22500	http://purl.org/collections/nl/am/proxy-53879	http://purl.org/collections/nl/am/t-22503	6
22501	http://purl.org/collections/nl/am/proxy-4001	http://purl.org/collections/nl/am/t-22503	6
22503	http://purl.org/collections/nl/am/proxy-40585	http://purl.org/collections/nl/am/t-22505	8
22510	http://purl.org/collections/nl/am/proxy-18991	http://purl.org/collections/nl/am/t-15606	4
22514	http://purl.org/collections/nl/am/proxy-38794	http://purl.org/collections/nl/am/t-22506	9
22531	http://purl.org/collections/nl/am/proxy-60408	http://purl.org/collections/nl/am/t-22503	6
22534	http://purl.org/collections/nl/am/proxy-39168	http://purl.org/collections/nl/am/t-22506	9
22536	http://purl.org/collections/nl/am/proxy-32991	http://purl.org/collections/nl/am/t-15579	3
22543	http://purl.org/collections/nl/am/proxy-53931	http://purl.org/collections/nl/am/t-22503	6
22548	http://purl.org/collections/nl/am/proxy-29042	http://purl.org/collections/nl/am/t-15579	3
22551	http://purl.org/collections/nl/am/proxy-59316	http://purl.org/collections/nl/am/t-22503	6
22555	http://purl.org/collections/nl/am/proxy-65125	http://purl.org/collections/nl/am/t-22503	6
22573	http://purl.org/collections/nl/am/proxy-14604	http://purl.org/collections/nl/am/t-15459	1
22584	http://purl.org/collections/nl/am/proxy-70915	http://purl.org/collections/nl/am/t-22503	6
22591	http://purl.org/collections/nl/am/proxy-9763	http://purl.org/collections/nl/am/t-5504	17
22602	http://purl.org/collections/nl/am/proxy-62313	http://purl.org/collections/nl/am/t-22505	8
22606	http://purl.org/collections/nl/am/proxy-72715	http://purl.org/collections/nl/am/t-22503	6
22607	http://purl.org/collections/nl/am/proxy-41265	http://purl.org/collections/nl/am/t-22505	8
22612	http://purl.org/collections/nl/am/proxy-73248	http://purl.org/collections/nl/am/t-22509	12
22613	http://purl.org/collections/nl/am/proxy-47921	http://purl.org/collections/nl/am/t-5504	17
22644	http://purl.org/collections/nl/am/proxy-850	http://purl.org/collections/nl/am/t-22503	6
22645	http://purl.org/collections/nl/am/proxy-3461	http://purl.org/collections/nl/am/t-22503	6
22646	http://purl.org/collections/nl/am/proxy-19273	http://purl.org/collections/nl/am/t-5504	17
22657	http://purl.org/collections/nl/am/proxy-4268	http://purl.org/collections/nl/am/t-22503	6
22661	http://purl.org/collections/nl/am/proxy-71326	http://purl.org/collections/nl/am/t-22503	6
22664	http://purl.org/collections/nl/am/proxy-38162	http://purl.org/collections/nl/am/t-22506	9
22665	http://purl.org/collections/nl/am/proxy-3945	http://purl.org/collections/nl/am/t-22503	6
22666	http://purl.org/collections/nl/am/proxy-22925	http://purl.org/collections/nl/am/t-15579	3
22669	http://purl.org/collections/nl/am/proxy-70156	http://purl.org/collections/nl/am/t-22503	6
22675	http://purl.org/collections/nl/am/proxy-5749	http://purl.org/collections/nl/am/t-22508	11
22676	http://purl.org/collections/nl/am/proxy-9455	http://purl.org/collections/nl/am/t-15459	1
22682	http://purl.org/collections/nl/am/proxy-16914	http://purl.org/collections/nl/am/t-22509	12
22695	http://purl.org/collections/nl/am/proxy-41178	http://purl.org/collections/nl/am/t-22505	8
22699	http://purl.org/collections/nl/am/proxy-15016	http://purl.org/collections/nl/am/t-5504	17
22711	http://purl.org/collections/nl/am/proxy-20463	http://purl.org/collections/nl/am/t-22508	11
22730	http://purl.org/collections/nl/am/proxy-15277	http://purl.org/collections/nl/am/t-5504	17
22731	http://purl.org/collections/nl/am/proxy-39995	http://purl.org/collections/nl/am/t-22505	8
22732	http://purl.org/collections/nl/am/proxy-65884	http://purl.org/collections/nl/am/t-22503	6
22741	http://purl.org/collections/nl/am/proxy-36109	http://purl.org/collections/nl/am/t-22509	12
22742	http://purl.org/collections/nl/am/proxy-7796	http://purl.org/collections/nl/am/t-15579	3
22757	http://purl.org/collections/nl/am/proxy-31594	http://purl.org/collections/nl/am/t-16469	5
22758	http://purl.org/collections/nl/am/proxy-8372	http://purl.org/collections/nl/am/t-15459	1
22761	http://purl.org/collections/nl/am/proxy-26093	http://purl.org/collections/nl/am/t-15579	3
22762	http://purl.org/collections/nl/am/proxy-61823	http://purl.org/collections/nl/am/t-22505	8
22775	http://purl.org/collections/nl/am/proxy-71230	http://purl.org/collections/nl/am/t-22503	6
22783	http://purl.org/collections/nl/am/proxy-51426	http://purl.org/collections/nl/am/t-22503	6
22788	http://purl.org/collections/nl/am/proxy-18076	http://purl.org/collections/nl/am/t-22509	12
22792	http://purl.org/collections/nl/am/proxy-1309	http://purl.org/collections/nl/am/t-22503	6
22793	http://purl.org/collections/nl/am/proxy-56166	http://purl.org/collections/nl/am/t-22503	6
22795	http://purl.org/collections/nl/am/proxy-15193	http://purl.org/collections/nl/am/t-5504	17
22796	http://purl.org/collections/nl/am/proxy-52304	http://purl.org/collections/nl/am/t-22503	6
22799	http://purl.org/collections/nl/am/proxy-31333	http://purl.org/collections/nl/am/t-15606	4
22808	http://purl.org/collections/nl/am/proxy-57944	http://purl.org/collections/nl/am/t-22503	6
22811	http://purl.org/collections/nl/am/proxy-74992	http://purl.org/collections/nl/am/t-5504	17
22820	http://purl.org/collections/nl/am/proxy-14410	http://purl.org/collections/nl/am/t-5504	17
22823	http://purl.org/collections/nl/am/proxy-29736	http://purl.org/collections/nl/am/t-15579	3
22840	http://purl.org/collections/nl/am/proxy-33970	http://purl.org/collections/nl/am/t-22509	12
22842	http://purl.org/collections/nl/am/proxy-68726	http://purl.org/collections/nl/am/t-14592	0
22843	http://purl.org/collections/nl/am/proxy-22214	http://purl.org/collections/nl/am/t-15579	3
22850	http://purl.org/collections/nl/am/proxy-69615	http://purl.org/collections/nl/am/t-22503	6
22867	http://purl.org/collections/nl/am/proxy-51175	http://purl.org/collections/nl/am/t-22503	6
22869	http://purl.org/collections/nl/am/proxy-40623	http://purl.org/collections/nl/am/t-22505	8
22872	http://purl.org/collections/nl/am/proxy-39725	http://purl.org/collections/nl/am/t-22505	8
22878	http://purl.org/collections/nl/am/proxy-74648	http://purl.org/collections/nl/am/t-5504	17
22879	http://purl.org/collections/nl/am/proxy-1277	http://purl.org/collections/nl/am/t-22503	6
22882	http://purl.org/collections/nl/am/proxy-60385	http://purl.org/collections/nl/am/t-22503	6
22884	http://purl.org/collections/nl/am/proxy-51506	http://purl.org/collections/nl/am/t-22503	6
22887	http://purl.org/collections/nl/am/proxy-36157	http://purl.org/collections/nl/am/t-22509	12
22891	http://purl.org/collections/nl/am/proxy-72473	http://purl.org/collections/nl/am/t-22503	6
22893	http://purl.org/collections/nl/am/proxy-61957	http://purl.org/collections/nl/am/t-22505	8
22903	http://purl.org/collections/nl/am/proxy-36946	http://purl.org/collections/nl/am/t-22509	12
22916	http://purl.org/collections/nl/am/proxy-4939	http://purl.org/collections/nl/am/t-22507	10
22919	http://purl.org/collections/nl/am/proxy-11188	http://purl.org/collections/nl/am/t-22508	11
22926	http://purl.org/collections/nl/am/proxy-23654	http://purl.org/collections/nl/am/t-15579	3
22938	http://purl.org/collections/nl/am/proxy-48409	http://purl.org/collections/nl/am/t-28650	14
22943	http://purl.org/collections/nl/am/proxy-47394	http://purl.org/collections/nl/am/t-5504	17
22958	http://purl.org/collections/nl/am/proxy-62459	http://purl.org/collections/nl/am/t-22505	8
22961	http://purl.org/collections/nl/am/proxy-65086	http://purl.org/collections/nl/am/t-22503	6
22970	http://purl.org/collections/nl/am/proxy-31341	http://purl.org/collections/nl/am/t-15606	4
22976	http://purl.org/collections/nl/am/proxy-36484	http://purl.org/collections/nl/am/t-22509	12
22978	http://purl.org/collections/nl/am/proxy-69369	http://purl.org/collections/nl/am/t-22503	6
22989	http://purl.org/collections/nl/am/proxy-45089	http://purl.org/collections/nl/am/t-14592	0
22998	http://purl.org/collections/nl/am/proxy-27247	http://purl.org/collections/nl/am/t-23765	13
23004	http://purl.org/collections/nl/am/proxy-66307	http://purl.org/collections/nl/am/t-22508	11
23007	http://purl.org/collections/nl/am/proxy-42754	http://purl.org/collections/nl/am/t-22505	8
23017	http://purl.org/collections/nl/am/proxy-65891	http://purl.org/collections/nl/am/t-22503	6
23026	http://purl.org/collections/nl/am/proxy-14119	http://purl.org/collections/nl/am/t-5504	17
23034	http://purl.org/collections/nl/am/proxy-69413	http://purl.org/collections/nl/am/t-22503	6
23036	http://purl.org/collections/nl/am/proxy-17345	http://purl.org/collections/nl/am/t-22509	12
23039	http://purl.org/collections/nl/am/proxy-11908	http://purl.org/collections/nl/am/t-15573	2
23043	http://purl.org/collections/nl/am/proxy-12833	http://purl.org/collections/nl/am/t-15606	4
23045	http://purl.org/collections/nl/am/proxy-55393	http://purl.org/collections/nl/am/t-22503	6
23052	http://purl.org/collections/nl/am/proxy-25820	http://purl.org/collections/nl/am/t-15459	1
23055	http://purl.org/collections/nl/am/proxy-15288	http://purl.org/collections/nl/am/t-5504	17
23059	http://purl.org/collections/nl/am/proxy-27977	http://purl.org/collections/nl/am/t-22508	11
23060	http://purl.org/collections/nl/am/proxy-42979	http://purl.org/collections/nl/am/t-22505	8
23072	http://purl.org/collections/nl/am/proxy-30647	http://purl.org/collections/nl/am/t-22508	11
23078	http://purl.org/collections/nl/am/proxy-27525	http://purl.org/collections/nl/am/t-15606	4
23083	http://purl.org/collections/nl/am/proxy-74802	http://purl.org/collections/nl/am/t-5504	17
23085	http://purl.org/collections/nl/am/proxy-33716	http://purl.org/collections/nl/am/t-22509	12
23086	http://purl.org/collections/nl/am/proxy-41921	http://purl.org/collections/nl/am/t-22505	8
23089	http://purl.org/collections/nl/am/proxy-22875	http://purl.org/collections/nl/am/t-15606	4
23098	http://purl.org/collections/nl/am/proxy-28680	http://purl.org/collections/nl/am/t-5504	17
23104	http://purl.org/collections/nl/am/proxy-74575	http://purl.org/collections/nl/am/t-5504	17
23105	http://purl.org/collections/nl/am/proxy-41146	http://purl.org/collections/nl/am/t-22505	8
23113	http://purl.org/collections/nl/am/proxy-24748	http://purl.org/collections/nl/am/t-5504	17
23114	http://purl.org/collections/nl/am/proxy-17884	http://purl.org/collections/nl/am/t-22509	12
23115	http://purl.org/collections/nl/am/proxy-20345	http://purl.org/collections/nl/am/t-5504	17
23116	http://purl.org/collections/nl/am/proxy-9267	http://purl.org/collections/nl/am/t-5504	17
23119	http://purl.org/collections/nl/am/proxy-37584	http://purl.org/collections/nl/am/t-22506	9
23138	http://purl.org/collections/nl/am/proxy-13488	http://purl.org/collections/nl/am/t-22507	10
23140	http://purl.org/collections/nl/am/proxy-71327	http://purl.org/collections/nl/am/t-22503	6
23151	http://purl.org/collections/nl/am/proxy-7293	http://purl.org/collections/nl/am/t-15606	4
23182	http://purl.org/collections/nl/am/proxy-38831	http://purl.org/collections/nl/am/t-22506	9
23190	http://purl.org/collections/nl/am/proxy-68729	http://purl.org/collections/nl/am/t-14592	0
23193	http://purl.org/collections/nl/am/proxy-52470	http://purl.org/collections/nl/am/t-22503	6
23195	http://purl.org/collections/nl/am/proxy-73170	http://purl.org/collections/nl/am/t-14592	0
23199	http://purl.org/collections/nl/am/proxy-23506	http://purl.org/collections/nl/am/t-15579	3
23208	http://purl.org/collections/nl/am/proxy-25171	http://purl.org/collections/nl/am/t-15459	1
23236	http://purl.org/collections/nl/am/proxy-11205	http://purl.org/collections/nl/am/t-22508	11
23238	http://purl.org/collections/nl/am/proxy-43768	http://purl.org/collections/nl/am/t-22505	8
23246	http://purl.org/collections/nl/am/proxy-66093	http://purl.org/collections/nl/am/t-22503	6
23247	http://purl.org/collections/nl/am/proxy-40469	http://purl.org/collections/nl/am/t-22505	8
23251	http://purl.org/collections/nl/am/proxy-2789	http://purl.org/collections/nl/am/t-22503	6
23255	http://purl.org/collections/nl/am/proxy-9927	http://purl.org/collections/nl/am/t-22508	11
23256	http://purl.org/collections/nl/am/proxy-50795	http://purl.org/collections/nl/am/t-22505	8
23261	http://purl.org/collections/nl/am/proxy-27665	http://purl.org/collections/nl/am/t-15579	3
23266	http://purl.org/collections/nl/am/proxy-58855	http://purl.org/collections/nl/am/t-22503	6
23268	http://purl.org/collections/nl/am/proxy-46864	http://purl.org/collections/nl/am/t-22508	11
